1194.111	-5.6215863	0.23573932	1.7442013	-1.5029593
1194.1219	-5.6151171	0.23689954	1.7433027	-1.4972866
1194.1331	-5.6087594	0.23830801	1.7424139	-1.4916352
1194.144	-5.6025081	0.23995209	1.741532	-1.4860003
1194.155	-5.5963583	0.24179696	1.7406538	-1.4803354
1194.166	-5.5903049	0.24379206	1.7397768	-1.4747039
1194.177	-5.5843434	0.24595182	1.7389008	-1.4690917
1194.188	-5.5784693	0.24826623	1.7380267	-1.4634922
1194.199	-5.5726781	0.2507039	1.7371566	-1.4579087
1194.21	-5.5669641	0.25322679	1.7362919	-1.4522969
1194.2209	-5.5613236	0.25584534	1.7354319	-1.4466666
1194.2321	-5.5557504	0.25850752	1.7345737	-1.4410266
1194.243	-5.550241	0.26122499	1.7337128	-1.4353254
1194.254	-5.5447898	0.26398385	1.7328452	-1.4296831
1194.265	-5.5393939	0.26676208	1.7319686	-1.4240643
1194.276	-5.5340495	0.26952997	1.7310836	-1.4184573
1194.287	-5.5287533	0.27229911	1.7301933	-1.4128828
1194.298	-5.5235014	0.27504361	1.7293025	-1.4073297
1194.309	-5.518291	0.27772671	1.728415	-1.4017348
1194.3199	-5.5131183	0.28038061	1.7275339	-1.3961111
1194.3311	-5.5079794	0.28298819	1.7266608	-1.3905231
1194.342	-5.5028691	0.28555253	1.7257953	-1.3849181
1194.353	-5.4977837	0.28807935	1.7249357	-1.3792431
1194.364	-5.4927173	0.29055849	1.7240803	-1.373526
1194.375	-5.4876661	0.2930364	1.7232262	-1.3678584
1194.386	-5.482626	0.29550055	1.7223687	-1.3621546
1194.397	-5.4775939	0.29797179	1.7215047	-1.3565124
1194.408	-5.4725666	0.3004342	1.7206321	-1.3509374
1194.4189	-5.4675412	0.30285394	1.7197503	-1.3453604
1194.4301	-5.4625158	0.30529094	1.7188619	-1.3397599
1194.441	-5.4574876	0.30774736	1.7179725	-1.3341417
1194.452	-5.4524541	0.31015775	1.7170882	-1.328583
1194.463	-5.4474134	0.31254727	1.7162141	-1.322997
1194.474	-5.4423637	0.31490317	1.7153534	-1.317353
1194.485	-5.4373035	0.31724989	1.7145053	-1.3117061
1194.496	-5.4322319	0.31958053	1.7136661	-1.3060558
1194.507	-5.4271483	0.32188374	1.7128289	-1.300446
1194.5181	-5.4220519	0.32415929	1.7119865	-1.2948503
1194.5291	-5.4169426	0.32644141	1.7111331	-1.289281
1194.54	-5.4118195	0.32876319	1.7102654	-1.2837406
1194.551	-5.406682	0.33111709	1.7093835	-1.278206
1194.562	-5.4015284	0.33347517	1.7084916	-1.272661
1194.573	-5.3963571	0.3358075	1.7075965	-1.2671484
1194.584	-5.3911667	0.33810383	1.7067062	-1.2615702
1194.595	-5.3859544	0.34040484	1.7058277	-1.2560053
1194.606	-5.3807197	0.34272838	1.7049657	-1.2504128
1194.6171	-5.3754606	0.34501716	1.7041194	-1.2448106
1194.6281	-5.3701773	0.34727421	1.7032839	-1.2391169
1194.639	-5.3648701	0.34954166	1.7024513	-1.2333981
1194.65	-5.3595376	0.35175952	1.7016129	-1.2277433
1194.661	-5.3541799	0.35398927	1.7007613	-1.2221473
1194.672	-5.3487973	0.35626543	1.6998938	-1.2165847
1194.683	-5.3433895	0.35856473	1.6990124	-1.2110276
1194.694	-5.3379579	0.36088005	1.6981229	-1.2054788
1194.705	-5.3325043	0.36322048	1.6972315	-1.1998982
1194.7161	-5.3270297	0.36559802	1.6963444	-1.1943007
1194.7271	-5.3215365	0.36796889	1.6954646	-1.1886777
1194.738	-5.3160257	0.37030715	1.6945914	-1.1830748
1194.749	-5.3104992	0.37261274	1.6937212	-1.1773916
1194.76	-5.3049583	0.37492904	1.69285	-1.1716852
1194.771	-5.2994041	0.37722906	1.6919742	-1.1660107
1194.782	-5.293838	0.37951553	1.6910923	-1.1603323
1194.793	-5.2882614	0.38181883	1.6902058	-1.1546174
1194.804	-5.2826738	0.38411513	1.6893179	-1.1489359
1194.8151	-5.2770753	0.38639045	1.6884326	-1.1431853
1194.826	-5.2714663	0.38868773	1.687553	-1.1374478
1194.837	-5.2658458	0.39099643	1.6866809	-1.1316732
1194.848	-5.2602139	0.39327204	1.6858157	-1.12588
